P ID,Product ID,Product Type,Quantity,Finished Size,Printed Pages,Stock,Cover,Lamination,1 Working Days,2 Working Days,3-4 Working Days,7-10 Working Days,VAT
49,F100A3SS150sNL,Flyers,100,A3,Single Sided,150gsm Silk,NULL,No lamination,33,33,28,26,20
49,F250A3SS150sNL,Flyers,250,A3,Single Sided,150gsm Silk,NULL,No lamination,45,45,37,35,20
49,F500A3SS150sNL,Flyers,500,A3,Single Sided,150gsm Silk,NULL,No lamination,57,57,49,46,20
49,F1000A3SS150sNL,Flyers,1000,A3,Single Sided,150gsm Silk,NULL,No lamination,90,90,78,73,20
49,F2000A3SS150sNL,Flyers,2000,A3,Single Sided,150gsm Silk,NULL,No lamination,142,142,124,115,20
49,F5000A3SS150sNL,Flyers,5000,A3,Single Sided,150gsm Silk,NULL,No lamination,283,283,246,228,20
49,F10000A3SS150sNL,Flyers,10000,A3,Single Sided,150gsm Silk,NULL,No lamination,511,511,444,422,20
49,F15000A3SS150sNL,Flyers,15000,A3,Single Sided,150gsm Silk,NULL,No lamination,708,708,616,586,20
49,F20000A3SS150sNL,Flyers,20000,A3,Single Sided,150gsm Silk,NULL,No lamination,941,941,818,778,20
49,F25000A3SS150sNL,Flyers,25000,A3,Single Sided,150gsm Silk,NULL,No lamination,1164,1164,1012,962,20
49,F100A3DS150sNL,Flyers,100,A3,Double Sided,150gsm Silk,NULL,No lamination,39,39,32,30,20
49,F250A3DS150sNL,Flyers,250,A3,Double Sided,150gsm Silk,NULL,No lamination,52,52,43,40,20
49,F500A3DS150sNL,Flyers,500,A3,Double Sided,150gsm Silk,NULL,No lamination,79,79,68,63,20
49,F1000A3DS150sNL,Flyers,1000,A3,Double Sided,150gsm Silk,NULL,No lamination,104,104,90,84,20
49,F2000A3DS150sNL,Flyers,2000,A3,Double Sided,150gsm Silk,NULL,No lamination,193,193,168,156,20
49,F5000A3DS150sNL,Flyers,5000,A3,Double Sided,150gsm Silk,NULL,No lamination,345,345,300,278,20
49,F10000A3DS150sNL,Flyers,10000,A3,Double Sided,150gsm Silk,NULL,No lamination,635,635,552,525,20
49,F15000A3DS150sNL,Flyers,15000,A3,Double Sided,150gsm Silk,NULL,No lamination,816,816,710,675,20
49,F20000A3DS150sNL,Flyers,20000,A3,Double Sided,150gsm Silk,NULL,No lamination,1077,1077,936,890,20
49,F25000A3DS150sNL,Flyers,25000,A3,Double Sided,150gsm Silk,NULL,No lamination,1326,1326,1153,1096,20
49,F100A3SS250sNL,Flyers,100,A3,Single Sided,250gsm Silk,NULL,No lamination,36,36,30,28,20
49,F250A3SS250sNL,Flyers,250,A3,Single Sided,250gsm Silk,NULL,No lamination,49,49,41,38,20
49,F500A3SS250sNL,Flyers,500,A3,Single Sided,250gsm Silk,NULL,No lamination,68,68,59,55,20
49,F1000A3SS250sNL,Flyers,1000,A3,Single Sided,250gsm Silk,NULL,No lamination,123,123,107,99,20
49,F2000A3SS250sNL,Flyers,2000,A3,Single Sided,250gsm Silk,NULL,No lamination,197,197,172,160,20
49,F5000A3SS250sNL,Flyers,5000,A3,Single Sided,250gsm Silk,NULL,No lamination,490,490,426,395,20
49,F10000A3SS250sNL,Flyers,10000,A3,Single Sided,250gsm Silk,NULL,No lamination,845,845,734,698,20
49,F15000A3SS250sNL,Flyers,15000,A3,Single Sided,250gsm Silk,NULL,No lamination,1189,1189,1034,983,20
49,F20000A3SS250sNL,Flyers,20000,A3,Single Sided,250gsm Silk,NULL,No lamination,1571,1571,1367,1299,20
49,F25000A3SS250sNL,Flyers,25000,A3,Single Sided,250gsm Silk,NULL,No lamination,1954,1954,1699,1615,20
49,F100A3DS250sNL,Flyers,100,A3,Double Sided,250gsm Silk,NULL,No lamination,46,46,38,36,20
49,F250A3DS250sNL,Flyers,250,A3,Double Sided,250gsm Silk,NULL,No lamination,58,58,48,45,20
49,F500A3DS250sNL,Flyers,500,A3,Double Sided,250gsm Silk,NULL,No lamination,94,94,82,76,20
49,F1000A3DS250sNL,Flyers,1000,A3,Double Sided,250gsm Silk,NULL,No lamination,141,141,122,113,20
49,F2000A3DS250sNL,Flyers,2000,A3,Double Sided,250gsm Silk,NULL,No lamination,262,262,228,211,20
49,F5000A3DS250sNL,Flyers,5000,A3,Double Sided,250gsm Silk,NULL,No lamination,497,497,432,400,20
49,F10000A3DS250sNL,Flyers,10000,A3,Double Sided,250gsm Silk,NULL,No lamination,897,897,780,741,20
49,F15000A3DS250sNL,Flyers,15000,A3,Double Sided,250gsm Silk,NULL,No lamination,1228,1228,1068,1015,20
49,F20000A3DS250sNL,Flyers,20000,A3,Double Sided,250gsm Silk,NULL,No lamination,1765,1765,1535,1459,20
49,F25000A3DS250sNL,Flyers,25000,A3,Double Sided,250gsm Silk,NULL,No lamination,2188,2188,1903,1808,20
49,F100A3SS250sML,Flyers,100,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,54,54,45,42,20
49,F250A3SS250sML,Flyers,250,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,88,88,73,68,20
49,F500A3SS250sML,Flyers,500,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,138,138,120,111,20
49,F1000A3SS250sML,Flyers,1000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,187,187,162,150,20
49,F2000A3SS250sML,Flyers,2000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,321,321,279,259,20
49,F5000A3SS250sML,Flyers,5000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,792,792,689,638,20
49,F10000A3SS250sML,Flyers,10000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,1445,1445,1256,1194,20
49,F15000A3SS250sML,Flyers,15000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,2088,2088,1815,1725,20
49,F20000A3SS250sML,Flyers,20000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,2768,2768,2407,2287,20
49,F25000A3SS250sML,Flyers,25000,A3,Single Sided,250gsm Silk,NULL,Matt Lamination,3448,3448,2999,2850,20
49,F100A3DS250sML,Flyers,100,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,59,59,49,46,20
49,F250A3DS250sML,Flyers,250,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,90,90,75,70,20
49,F500A3DS250sML,Flyers,500,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,155,155,135,125,20
49,F1000A3DS250sML,Flyers,1000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,196,196,170,158,20
49,F2000A3DS250sML,Flyers,2000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,372,372,324,300,20
49,F5000A3DS250sML,Flyers,5000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,772,772,671,621,20
49,F10000A3DS250sML,Flyers,10000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,1447,1447,1259,1197,20
49,F15000A3DS250sML,Flyers,15000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,2054,2054,1786,1697,20
49,F20000A3DS250sML,Flyers,20000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,2866,2866,2492,2368,20
49,F25000A3DS250sML,Flyers,25000,A3,Double Sided,250gsm Silk,NULL,Matt Lamination,3564,3564,3099,2945,20
49,F100A3SS250sGL,Flyers,100,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,53,53,44,41,20
49,F250A3SS250sGL,Flyers,250,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,84,84,70,65,20
49,F500A3SS250sGL,Flyers,500,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,131,131,114,106,20
49,F1000A3SS250sGL,Flyers,1000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,167,167,145,135,20
49,F2000A3SS250sGL,Flyers,2000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,281,281,244,226,20
49,F5000A3SS250sGL,Flyers,5000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,693,693,602,557,20
49,F10000A3SS250sGL,Flyers,10000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,1246,1246,1084,1030,20
49,F15000A3SS250sGL,Flyers,15000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,1789,1789,1556,1479,20
49,F20000A3SS250sGL,Flyers,20000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,2371,2371,2061,1958,20
49,F25000A3SS250sGL,Flyers,25000,A3,Single Sided,250gsm Silk,NULL,Gloss Lamination,2952,2952,2567,2439,20
49,F100A3DS250sGL,Flyers,100,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,58,58,48,45,20
49,F250A3DS250sGL,Flyers,250,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,86,86,72,67,20
49,F500A3DS250sGL,Flyers,500,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,149,149,129,120,20
49,F1000A3DS250sGL,Flyers,1000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,177,177,154,143,20
49,F2000A3DS250sGL,Flyers,2000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,336,336,292,271,20
49,F5000A3DS250sGL,Flyers,5000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,680,680,592,548,20
49,F10000A3DS250sGL,Flyers,10000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,1264,1264,1099,1045,20
49,F15000A3DS250sGL,Flyers,15000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,1779,1779,1547,1470,20
49,F20000A3DS250sGL,Flyers,20000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,2499,2499,2173,2065,20
49,F25000A3DS250sGL,Flyers,25000,A3,Double Sided,250gsm Silk,NULL,Gloss Lamination,3105,3105,2700,2565,20
49,F100A3SS250sSL,Flyers,100,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,65,65,54,50,20
49,F250A3SS250sSL,Flyers,250,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,114,114,95,88,20
49,F500A3SS250sSL,Flyers,500,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,188,188,163,151,20
49,F1000A3SS250sSL,Flyers,1000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,359,359,312,289,20
49,F2000A3SS250sSL,Flyers,2000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,665,665,578,535,20
49,F5000A3SS250sSL,Flyers,5000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,1653,1653,1438,1331,20
49,F10000A3SS250sSL,Flyers,10000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,3167,3167,2754,2617,20
49,F15000A3SS250sSL,Flyers,15000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,4671,4671,4062,3859,20
49,F20000A3SS250sSL,Flyers,20000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,6212,6212,5402,5132,20
49,F25000A3SS250sSL,Flyers,25000,A3,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,7754,7754,6743,6406,20
49,F100A3DS250sSL,Flyers,100,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,68,68,57,53,20
49,F250A3DS250sSL,Flyers,250,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,113,113,95,88,20
49,F500A3DS250sSL,Flyers,500,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,201,201,175,162,20
49,F1000A3DS250sSL,Flyers,1000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,355,355,308,285,20
49,F2000A3DS250sSL,Flyers,2000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,690,690,600,555,20
49,F5000A3DS250sSL,Flyers,5000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,1567,1567,1362,1260,20
49,F10000A3DS250sSL,Flyers,10000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,3037,3037,2641,2509,20
49,F15000A3DS250sSL,Flyers,15000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,4439,4439,3860,3667,20
49,F20000A3DS250sSL,Flyers,20000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,6045,6045,5257,4995,20
49,F25000A3DS250sSL,Flyers,25000,A3,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,7538,7538,6555,6228,20
49,F100A3SS350sNL,Flyers,100,A3,Single Sided,350gsm Silk,NULL,No lamination,39,39,32,30,20
49,F250A3SS350sNL,Flyers,250,A3,Single Sided,350gsm Silk,NULL,No lamination,50,50,42,39,20
49,F500A3SS350sNL,Flyers,500,A3,Single Sided,350gsm Silk,NULL,No lamination,102,102,89,83,20
49,F1000A3SS350sNL,Flyers,1000,A3,Single Sided,350gsm Silk,NULL,No lamination,166,166,144,134,20
49,F2000A3SS350sNL,Flyers,2000,A3,Single Sided,350gsm Silk,NULL,No lamination,276,276,240,222,20
49,F5000A3SS350sNL,Flyers,5000,A3,Single Sided,350gsm Silk,NULL,No lamination,621,621,540,500,20
49,F10000A3SS350sNL,Flyers,10000,A3,Single Sided,350gsm Silk,NULL,No lamination,1132,1132,984,935,20
49,F15000A3SS350sNL,Flyers,15000,A3,Single Sided,350gsm Silk,NULL,No lamination,1675,1675,1457,1385,20
49,F20000A3SS350sNL,Flyers,20000,A3,Single Sided,350gsm Silk,NULL,No lamination,2218,2218,1929,1833,20
49,F25000A3SS350sNL,Flyers,25000,A3,Single Sided,350gsm Silk,NULL,No lamination,2762,2762,2401,2281,20
49,F100A3DS350sNL,Flyers,100,A3,Double Sided,350gsm Silk,NULL,No lamination,50,50,42,39,20
49,F250A3DS350sNL,Flyers,250,A3,Double Sided,350gsm Silk,NULL,No lamination,66,66,55,51,20
49,F500A3DS350sNL,Flyers,500,A3,Double Sided,350gsm Silk,NULL,No lamination,117,117,102,95,20
49,F1000A3DS350sNL,Flyers,1000,A3,Double Sided,350gsm Silk,NULL,No lamination,201,201,175,162,20
49,F2000A3DS350sNL,Flyers,2000,A3,Double Sided,350gsm Silk,NULL,No lamination,338,338,294,272,20
49,F5000A3DS350sNL,Flyers,5000,A3,Double Sided,350gsm Silk,NULL,No lamination,662,662,576,533,20
49,F10000A3DS350sNL,Flyers,10000,A3,Double Sided,350gsm Silk,NULL,No lamination,1173,1173,1020,969,20
49,F15000A3DS350sNL,Flyers,15000,A3,Double Sided,350gsm Silk,NULL,No lamination,1873,1873,1628,1547,20
49,F20000A3DS350sNL,Flyers,20000,A3,Double Sided,350gsm Silk,NULL,No lamination,2472,2472,2149,2042,20
49,F25000A3DS350sNL,Flyers,25000,A3,Double Sided,350gsm Silk,NULL,No lamination,3071,3071,2670,2537,20
49,F100A3SS350sML,Flyers,100,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,57,57,48,45,20
49,F250A3SS350sML,Flyers,250,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,89,89,74,69,20
49,F500A3SS350sML,Flyers,500,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,173,173,150,139,20
49,F1000A3SS350sML,Flyers,1000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,229,229,199,185,20
49,F2000A3SS350sML,Flyers,2000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,399,399,347,321,20
49,F5000A3SS350sML,Flyers,5000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,923,923,803,743,20
49,F10000A3SS350sML,Flyers,10000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,1732,1732,1506,1431,20
49,F15000A3SS350sML,Flyers,15000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,2573,2573,2238,2127,20
49,F20000A3SS350sML,Flyers,20000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,3415,3415,2969,2821,20
49,F25000A3SS350sML,Flyers,25000,A3,Single Sided,350gsm Silk,NULL,Matt Lamination,4256,4256,3701,3516,20
49,F100A3DS350sML,Flyers,100,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,63,63,53,50,20
49,F250A3DS350sML,Flyers,250,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,98,98,82,76,20
49,F500A3DS350sML,Flyers,500,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,178,178,155,144,20
49,F1000A3DS350sML,Flyers,1000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,257,257,223,207,20
49,F2000A3DS350sML,Flyers,2000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,448,448,390,361,20
49,F5000A3DS350sML,Flyers,5000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,938,938,815,754,20
49,F10000A3DS350sML,Flyers,10000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,1723,1723,1499,1425,20
49,F15000A3DS350sML,Flyers,15000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,2698,2698,2346,2229,20
49,F20000A3DS350sML,Flyers,20000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,3572,3572,3106,2951,20
49,F25000A3DS350sML,Flyers,25000,A3,Double Sided,350gsm Silk,NULL,Matt Lamination,4446,4446,3866,3673,20
49,F100A3SS350sGL,Flyers,100,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,56,56,46,43,20
49,F250A3SS350sGL,Flyers,250,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,86,86,72,67,20
49,F500A3SS350sGL,Flyers,500,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,166,166,144,134,20
49,F1000A3SS350sGL,Flyers,1000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,209,209,182,169,20
49,F2000A3SS350sGL,Flyers,2000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,360,360,313,290,20
49,F5000A3SS350sGL,Flyers,5000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,824,824,716,663,20
49,F10000A3SS350sGL,Flyers,10000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,1533,1533,1333,1267,20
49,F15000A3SS350sGL,Flyers,15000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,2275,2275,1979,1881,20
49,F20000A3SS350sGL,Flyers,20000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,3017,3017,2624,2493,20
49,F25000A3SS350sGL,Flyers,25000,A3,Single Sided,350gsm Silk,NULL,Gloss Lamination,3759,3759,3269,3106,20
49,F100A3DS350sGL,Flyers,100,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,62,62,52,49,20
49,F250A3DS350sGL,Flyers,250,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,95,95,79,74,20
49,F500A3DS350sGL,Flyers,500,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,172,172,150,139,20
49,F1000A3DS350sGL,Flyers,1000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,238,238,207,192,20
49,F2000A3DS350sGL,Flyers,2000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,411,411,358,332,20
49,F5000A3DS350sGL,Flyers,5000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,846,846,736,681,20
49,F10000A3DS350sGL,Flyers,10000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,1540,1540,1339,1273,20
49,F15000A3DS350sGL,Flyers,15000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,2423,2423,2107,2002,20
49,F20000A3DS350sGL,Flyers,20000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,3205,3205,2787,2648,20
49,F25000A3DS350sGL,Flyers,25000,A3,Double Sided,350gsm Silk,NULL,Gloss Lamination,3988,3988,3468,3295,20
49,F100A3SS350sSL,Flyers,100,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,67,67,56,52,20
49,F250A3SS350sSL,Flyers,250,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,115,115,96,89,20
49,F500A3SS350sSL,Flyers,500,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,222,222,193,179,20
49,F1000A3SS350sSL,Flyers,1000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,402,402,349,323,20
49,F2000A3SS350sSL,Flyers,2000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,744,744,647,599,20
49,F5000A3SS350sSL,Flyers,5000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,1784,1784,1552,1436,20
49,F10000A3SS350sSL,Flyers,10000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,3454,3454,3004,2854,20
49,F15000A3SS350sSL,Flyers,15000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,5157,5157,4484,4260,20
49,F20000A3SS350sSL,Flyers,20000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,6859,6859,5965,5667,20
49,F25000A3SS350sSL,Flyers,25000,A3,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,8562,8562,7445,7073,20
49,F100A3DS350sSL,Flyers,100,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,73,73,61,57,20
49,F250A3DS350sSL,Flyers,250,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,122,122,102,95,20
49,F500A3DS350sSL,Flyers,500,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,224,224,195,181,20
49,F1000A3DS350sSL,Flyers,1000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,415,415,361,334,20
49,F2000A3DS350sSL,Flyers,2000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,766,766,666,617,20
49,F5000A3DS350sSL,Flyers,5000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,1732,1732,1506,1394,20
49,F10000A3DS350sSL,Flyers,10000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,3313,3313,2881,2737,20
49,F15000A3DS350sSL,Flyers,15000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,5083,5083,4420,4199,20
49,F20000A3DS350sSL,Flyers,20000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,6752,6752,5871,5578,20
49,F25000A3DS350sSL,Flyers,25000,A3,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,8421,8421,7322,6956,20
49,F100A4SS150sNL,Flyers,100,A4,Single Sided,150gsm Silk,NULL,No lamination,23,23,19,18,0
49,F250A4SS150sNL,Flyers,250,A4,Single Sided,150gsm Silk,NULL,No lamination,30,30,25,24,0
49,F500A4SS150sNL,Flyers,500,A4,Single Sided,150gsm Silk,NULL,No lamination,39,39,34,32,0
49,F1000A4SS150sNL,Flyers,1000,A4,Single Sided,150gsm Silk,NULL,No lamination,51,51,44,41,0
49,F2000A4SS150sNL,Flyers,2000,A4,Single Sided,150gsm Silk,NULL,No lamination,71,71,62,58,0
49,F5000A4SS150sNL,Flyers,5000,A4,Single Sided,150gsm Silk,NULL,No lamination,114,114,99,92,0
49,F10000A4SS150sNL,Flyers,10000,A4,Single Sided,150gsm Silk,NULL,No lamination,206,206,179,171,0
49,F15000A4SS150sNL,Flyers,15000,A4,Single Sided,150gsm Silk,NULL,No lamination,300,300,261,248,0
49,F20000A4SS150sNL,Flyers,20000,A4,Single Sided,150gsm Silk,NULL,No lamination,393,393,341,324,0
49,F25000A4SS150sNL,Flyers,25000,A4,Single Sided,150gsm Silk,NULL,No lamination,485,485,422,401,0
49,F100A4DS150sNL,Flyers,100,A4,Double Sided,150gsm Silk,NULL,No lamination,24,24,20,19,0
49,F250A4DS150sNL,Flyers,250,A4,Double Sided,150gsm Silk,NULL,No lamination,36,36,30,28,0
49,F500A4DS150sNL,Flyers,500,A4,Double Sided,150gsm Silk,NULL,No lamination,53,53,46,43,0
49,F1000A4DS150sNL,Flyers,1000,A4,Double Sided,150gsm Silk,NULL,No lamination,63,63,55,51,0
49,F2000A4DS150sNL,Flyers,2000,A4,Double Sided,150gsm Silk,NULL,No lamination,82,82,71,66,0
49,F5000A4DS150sNL,Flyers,5000,A4,Double Sided,150gsm Silk,NULL,No lamination,121,121,105,98,0
49,F10000A4DS150sNL,Flyers,10000,A4,Double Sided,150gsm Silk,NULL,No lamination,208,208,181,172,0
49,F15000A4DS150sNL,Flyers,15000,A4,Double Sided,150gsm Silk,NULL,No lamination,311,311,270,257,0
49,F20000A4DS150sNL,Flyers,20000,A4,Double Sided,150gsm Silk,NULL,No lamination,411,411,357,340,0
49,F25000A4DS150sNL,Flyers,25000,A4,Double Sided,150gsm Silk,NULL,No lamination,506,506,440,418,0
49,F100A4SS250sNL,Flyers,100,A4,Single Sided,250gsm Silk,NULL,No lamination,25,25,21,20,0
49,F250A4SS250sNL,Flyers,250,A4,Single Sided,250gsm Silk,NULL,No lamination,35,35,29,27,0
49,F500A4SS250sNL,Flyers,500,A4,Single Sided,250gsm Silk,NULL,No lamination,48,48,42,39,0
49,F1000A4SS250sNL,Flyers,1000,A4,Single Sided,250gsm Silk,NULL,No lamination,66,66,57,53,0
49,F2000A4SS250sNL,Flyers,2000,A4,Single Sided,250gsm Silk,NULL,No lamination,99,99,86,80,0
49,F5000A4SS250sNL,Flyers,5000,A4,Single Sided,250gsm Silk,NULL,No lamination,191,191,166,154,0
49,F10000A4SS250sNL,Flyers,10000,A4,Single Sided,250gsm Silk,NULL,No lamination,361,361,314,299,0
49,F15000A4SS250sNL,Flyers,15000,A4,Single Sided,250gsm Silk,NULL,No lamination,496,496,431,410,0
49,F20000A4SS250sNL,Flyers,20000,A4,Single Sided,250gsm Silk,NULL,No lamination,659,659,573,545,0
49,F25000A4SS250sNL,Flyers,25000,A4,Single Sided,250gsm Silk,NULL,No lamination,814,814,708,673,0
49,F100A4DS250sNL,Flyers,100,A4,Double Sided,250gsm Silk,NULL,No lamination,26,26,22,21,0
49,F250A4DS250sNL,Flyers,250,A4,Double Sided,250gsm Silk,NULL,No lamination,39,39,33,31,0
49,F500A4DS250sNL,Flyers,500,A4,Double Sided,250gsm Silk,NULL,No lamination,56,56,49,46,0
49,F1000A4DS250sNL,Flyers,1000,A4,Double Sided,250gsm Silk,NULL,No lamination,79,79,69,64,0
49,F2000A4DS250sNL,Flyers,2000,A4,Double Sided,250gsm Silk,NULL,No lamination,115,115,100,93,0
49,F5000A4DS250sNL,Flyers,5000,A4,Double Sided,250gsm Silk,NULL,No lamination,218,218,190,176,0
49,F10000A4DS250sNL,Flyers,10000,A4,Double Sided,250gsm Silk,NULL,No lamination,404,404,352,335,0
49,F15000A4DS250sNL,Flyers,15000,A4,Double Sided,250gsm Silk,NULL,No lamination,512,512,445,423,0
49,F20000A4DS250sNL,Flyers,20000,A4,Double Sided,250gsm Silk,NULL,No lamination,678,678,589,560,0
49,F25000A4DS250sNL,Flyers,25000,A4,Double Sided,250gsm Silk,NULL,No lamination,835,835,726,690,0
49,F100A4SS250sML,Flyers,100,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,37,37,31,29,20
49,F250A4SS250sML,Flyers,250,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,58,58,48,45,20
49,F500A4SS250sML,Flyers,500,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,95,95,83,77,20
49,F1000A4SS250sML,Flyers,1000,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,113,113,98,91,20
49,F2000A4SS250sML,Flyers,2000,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,182,182,159,148,20
49,F5000A4SS250sML,Flyers,5000,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,382,382,332,308,20
49,F10000A4SS250sML,Flyers,10000,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,736,736,640,608,20
49,F15000A4SS250sML,Flyers,15000,A4,Single Sided,250gsm Silk,NULL,Matt Lamination,1046,1046,910,865,20
